date,title,description,coding,second coding
2024-11-26,Grimes Claims Elon Musk Is 'Unrecognizable' to Her in Tumultuous Custody Battle,"Grimes is opening up about her custody battle with ex Elon Musk.The 36-year-old Canadian singer — real name Claire Elise Boucher — alleged that she went five months without seeing one of her and Musk's three children thanks to ""a year locked in battle in a s…",Politics,negative
2024-11-26,Tech giants strongly oppose Australia's ban on social media for children under 16,Some major tech firms have urged the Australian government to delay its proposed legislation for banning children under 16 from accessing social platforms. Read more...,Politics,neutral
2024-11-26,Elon Musk is sharing some details about his immigration path. Experts say they still have questions,"By Catherine E. Shoichet | CNNIt’s rare to hear Elon Musk discuss the details of his own immigration journey.But the billionaire tech tycoon opened up about some of it over the weekend in a series of posts on the platform he owns, X, hours after the Washing…",Association with Trump,negative
2024-11-26,California’s Newsom Sets Himself Up as a Foil to Musk and Trump - Bloomberg,"California’s Newsom Sets Himself Up as a Foil to Musk and TrumpBloomberg Gavin Newsom threatens intervention if Trump kills Biden's $7.5K EV tax creditFox News Musk vs. Newsom Is a Political Battle, Ives SaysBloomberg Tesla Stock Rises. It Faces Exclusion Fro…",Association with Trump,negative
2024-11-26,California to provide rebates for zero-emission vehicles if federal tax credit eliminated by incoming Trump administration,"LOS ANGELES, Nov. 26 (Xinhua) -- California Governor Gavin Newsom said on Monday the western U.S. state will step in to provide rebates for zero-emission vehicle (ZEV) buyers if the incoming Trump administration follows through on its threat to eliminate the …",Electric Vehicles,neutral
2024-11-26,EV tax credits could vanish under Trump. Is now the time to buy?,"California plans to blunt any GOP efforts to scrap U.S. tax rebates for electric vehicles. But with uncertainty ahead, experts say current savings may not last.",Electric Vehicles,neutral
2024-11-26,Bitcoin is solidified happiness,"Do you want to be happy or happier, the best way to do it is to purchase accumulate and acquire bitcoin, like taking your economic happiness and energy, and putting it into an infallible bitcoin. Why bitcoin makes sense for digital nomads So assuming that you…",Side Ventures,neutral
2024-11-26,Musk hits Merkel ‘below the belt’ – German media,"Elon Musk has dismissed criticism from the former German chancellor, calling her Angela ‘Merkin’ Read Full Article at RT.com",Politics,negative
2024-11-26,The Bounds of Trump’s Friendship with Elon Musk,"As we gear up for a second Trump presidency, one of the stars burning brightest in the new Trump firmament is Elon Musk. The co-founder of seven companies at last count, Musk is among the biggest beneficiaries of the Trump trade and is reportedly throwing him…",Association with Trump,negative
2024-11-26,Steve Bannon Blames ‘Devil’ Mitch McConnell for Gaetz Failure: ‘We Have to Get a Lot More Aggressive’,Steve Bannon mourned Matt Gaetz's withdrawal from the confirmation process to become attorney general in a new interview.The post Steve Bannon Blames ‘Devil’ Mitch McConnell for Gaetz Failure: ‘We Have to Get a Lot More Aggressive’ first appeared on Mediaite.,Association with Trump,neutral
2024-11-26,Twitter/X has ceased to be a neutral platform it’s time academics let go,"Following the recent US election Twitter/X has seen an exodus of users to other platforms. Mark Carrigan, argues that the platform no longer holds value for academics looking to share and communicate their work to wider publics. Imagine discovering that a col…",X,negative
2024-11-26,3 Ways Workers’ Rights Are on the Chopping Block Under President Trump,"Judging by the first Trump administration, workers and unions are set to face new attacks and a roll back of rights.",Association with Trump,neutral
2024-11-26,Dogecoin gains ground in Nordics with first-ever ETP introduction,"DeFi Technologies, a publicly traded Canadian firm, has announced the launch of its subsidiary Valour Inc.’s new product—the Valour Dogecoin (DOGE) ETP—on the Sweden-based Spotlight Stock Market, according to a Nov. 26 statement. This marks the first Dogecoin…",Side Ventures,positive
2024-11-26,Trump Reportedly Weighs Concept of White House AI Czar,"President-elect Donald Trump could reportedly add an artificial intelligence czar to his new administration. The person would help oversee federal policy and government use of AI, Axios reported Tuesday (Nov. 26), citing unnamed sources on the Trump transitio…",Association with Trump,neutral
2024-11-26,"Musk's DOGE wants to slash regulations. Workers and patients may suffer, experts say.","Musk's DOGE wants to slash regulations. Workers and patients may suffer, experts say.go.com",Association with Trump,negative
2024-11-26,Dogecoin is a joke. Let's talk about the cryptocurrency's rally — fueled by Elon Musk and Donald Trump,"It's not the first time that Musk, who styles himself ""the Dogefather,"" has fueled interest in dogecoin",Association with Trump,negative
2024-11-26,Elon Musk rips Calif. Gov. Gavin Newsom for ‘insane’ move to exclude Tesla from rebate plan,"Trump previously vowed to end federal electric vehicle tax credits, which are worth up to $7,500 for new zero-emission vehicles.",Electric Vehicles,neutral
2024-11-26,World's richest man's big custody battle: Elon Musk's ex-partner Claire Grimes Boucher says she hasn't seen one of her kids for 5 months,"Grimes described a difficult year of custody battles with Elon Musk, claiming she did not see one child for five months.",Politics,negative
2024-11-26,¿Se terminaron las normas bancarias globales?,Project Syndicate - The World’s Opinion Page,Politics,neutral
2024-11-26,The Reason Elliot Page Is Trending on X Is Exactly Why It's Dying,"We haven't used X/Twitter in months. We've deleted all of our posts, and the only reason we haven't deactivated our account is the concern that someone else might take the handle. That said, there are two former writers still active...Read more...",X,negative
2024-11-26,Woodward Scores Breakout On Record Report; Musk Taunts F-35 Makers,"Defense supplier Woodward rallied, set for a breakaway gap on earnings. F-35 contracts continue sliding after Elon Musk posts.",Politics,neutral
2024-11-26,Trump’s Border Czar Makes Bonkers Threat Against Democratic Leader,"President-elect Donald Trump’s pick for “border czar,” Tom Homan, has threatened to jail Denver’s Democratic Mayor Mike Johnston should he obstruct Trump’s immigration agenda.During a Monday night interview on Hannity, Homan cited a federal statue that proh…",Association with Trump,neutral
2024-11-26,Time to put an owner-operator behind the wheel of FMCSA?,"Why an FMCSA administrator is chosen, Schmitt noted, ""should be on the knowledge that you bring."" Having trucking experience lead that knowledge coming into the agency could be a breath of fresh air.",Electric Vehicles,neutral
2024-11-26,"Meta, TikTok Weigh In on Australia's Ban on Social Media",Tech companies are urging Australia's government to delay its proposed social media ban for under-16s amid criticism that the bill is being rushed into law. Prime Minister Anthony Albanese's center-left government introduced the bill in parliament last week a…,Politics,neutral
2024-11-26,"Grimes Details Fighting, Detaching From Elon Musk Amid Custody Battle","Grimes is sharing her side of her split from ex Elon Musk.The “Genesis” singer, who shares son X Æ A-Xii, 4, daughter Exa Dark Sideræl, 3, and son Techno Mechanicus, 2, with the Tesla...",Politics,negative
2024-11-26,Tesla's exclusion from a new EV proposal could ignite a 'Game of Thrones' style feud,California Gov. Gavin Newsom is ruffling a lot of feathers — including Elon Musk’s — with his new proposal for electric vehicle incentives that would exclude Tesla’s (TSLA) popular models. Read more...,Electric Vehicles,neutral
2024-11-26,CNN Panel Fumes at Scott Jennings for Calling X ‘Most Ideologically Balanced’ Platform — He Responds By Citing CNN’s Own Report as His Source,"Scott Jennings left a CNN panel fuming after he called X the ""most ideologically balanced"" social media platform, citing the network's own report.The post CNN Panel Fumes at Scott Jennings for Calling X ‘Most Ideologically Balanced’ Platform — He Responds By…",X,neutral
2024-11-26,NASA Mars Rover Exploring Spiderweb-Like Patterns on Mars,"There's no shortage of cool features of mysterious origins to be found on the surface of Mars, but the next one that NASA scientists have in their crosshairs is definitely one to keep your eyes peeled for. Last week, the space agency announced that its season…",Space Exploration,neutral
2024-11-26,The Toxicity of Bitcoin Maximalist Thinking | HackerNoon,"Hodling Bitcoin is nice. But for the sake of greater utility, one should hodl dynamic bitcoins that move to create more value for the global economy.",Side Ventures,neutral
2024-11-26,CNN Analyst Scolds Scott Jennings Over His Facial Expression As She Slams X: ‘No One’s Regulating The N-Word!’,"CNN's Cari Champion Scott Jennings over his facial expression as she described harassment she has endured on X, exclaiming ""Don't give me the eyebrow furrow!""The post CNN Analyst Scolds Scott Jennings Over His Facial Expression As She Slams X: ‘No One’s Regu…",X,negative
2024-11-26,ROLL CALL nails it: Second Trump Administration set to be filled with 'losers' [Obvious],ROLL CALL nails it: Second Trump Administration set to be filled with 'losers',Association with Trump,negative
2024-11-26,Timothy Snyder: Trump’s Plan to Destroy Our Government,"Timothy Snyder, professor of history at Yale University, is the author of On Tyranny. He writes and speaks frequently on television about the importance of defending our institutions against authoritarianism and resisting Putin’s quest to reclaim the Soviet U…",Politics,negative
2024-11-26,Tech winners and losers of 2024: The year in true innovation and total product flops,"AI flourished, Arm chips dominated, and open source thrived. Meanwhile, Elon Musk gets credit for two of the biggest losers, and Apple makes it onto both the naughty and nice lists.",X,negative
2024-11-26,Tuesday headlines: That’s that old espresso,"US prosecutors indict Indian billionaire Gautam Adani over his alleged lead role in a bribery scheme. / Al JazeeraThe boats behind Mozambique's $2 billion ""tuna bond scandal"" are up for sale. / gCaptainThe White House says it'll lend $6 billion to help Rivian…",Politics,neutral
2024-11-26,SpaceX Finally Sinks Flight 6 Super Heavy Booster Part In Water,"After the 232-feet-tall Super Heavy booster for Starship Flight 6 refused to sink to the bottom of the water, fresh footage shows a portion of the rocket sinking and meeting its final destination. SpaceX's Starship Flight 6 took to the skies earlier this mont…",Space Exploration,positive
2024-11-26,Bluesky plans to quadruple its moderation team to 100 as exodus from X sees number of users surge,"The decentralised social media said that the ""huge influx of users"" has led to ""a predictable uptick in harmful content posted to the network"".Bluesky, the decentralised social media platform positioning itself as a potential rival to Elon Musk’s X, has anno…",X,negative
2024-11-26,Tesla excluded From EV buyer credits in Gov. Newsom’s proposal,"By Eliyahu Kamisher, Keith Laing and David R. Baker | BloombergTesla Inc.’s electric vehicles would be shut out from consumer rebates under a proposal by California Governor Gavin Newsom, pitting the prospective Democratic presidential hopeful against Republ…",Electric Vehicles,neutral
2024-11-26,Seth Meyers Takes Comfort in Trump Struggling to Get Elon Musk Out of Mar-a-Lago: ‘Finally Got His Own Donald Trump’ | Video,"""Nothing's making me feel better"" than this, the NBC host saysThe post Seth Meyers Takes Comfort in Trump Struggling to Get Elon Musk Out of Mar-a-Lago: ‘Finally Got His Own Donald Trump’ | Video appeared first on TheWrap.",Association with Trump,negative
2024-11-26,"Newsom and Musk Clearly Have a Beef, Ives Says",Dan Ives of Wedbush Securities says there's clearly ill will between California Governor Gavin Newsom and Tesla founder Elon ...,Politics,negative
2024-11-26,Bromance over? Reports say Donald Trump is already ignoring Elon musk's suggestions,"Reports suggest that the once strong bromance between Donald Trump and Elon Musk may be coming to an end. Despite Musk’s $200 million contribution to Trump’s reelection campaign and his vocal support for the former president, Trump seems to be ignoring Musk’s…",Association with Trump,negative
2024-11-26,Tesla Won’t Be Part Of California’s EV Tax Credit,"Good morning! It’s Tuesday, November 26, 2024, and this is The Morning Shift, your daily roundup of the top automotive headlines from around the world, in one place. Here are the important stories you need to know.Read more...",Electric Vehicles,neutral
2024-11-26,Dogecoin Foundation Seeks Funding to Develop ‘Dogebox’: Details,"Through Dogebox, the ecosystem developers wish to onboard the “first million grassroot retailers to accept Dogecoin” as a payment option. This project is part of the open-source work that the Dogecoin Foundation has been working on for a while now.",Side Ventures,neutral
2024-11-26,"FACT CHECK: No, Ron DeSantis Cannot Set Special Elections For January 2025",A post shared on X claims that Florida Republican Gov. Ron DeSantis can set a special election for former Florida Republican Rep. Matt Gaetz’s seat in January 2025. BREAKING: Ron DeSantis plans to set the special election to replace Matt Gaetz in April 2025 s…,Politics,neutral
2024-11-26,'By and For the Ultra-Wealthy': Here Are the Billionaires Set to Run Trump's Administration,"Since winning the presidential election earlier this month, Donald Trump has wasted no time working to fill his incoming administration with billionaires and other ultra-rich individuals who are poised to benefit from the GOP agenda of tax cuts for the wealt…",Association with Trump,negative
2024-11-26,"Omead Afshar, a longtime Elon Musk loyalist, takes the wheel at Tesla","Tim Bouckley for BIAs thousands of employees prepared to move into Tesla's new Gigafactory outside Austin, Omead Afshar had to decide what kind of coffee they were going to drink.Afshar, then operating as a chief of staff for CEO Elon Musk, was overseeing t…",Electric Vehicles,neutral
2024-11-26,"Binance founder Changpeng Zhao notes ‘weird’ memecoin mania, urges utility innovation","Binance founder Changpeng Zhao has shared concerns over the growing hype surrounding memecoins while urging to develop more utility-driven tokens. In a Nov. 26 post on X (formerly Twitter), Zhao acknowledged the popularity of memes but expressed unease over t…",Side Ventures,neutral
2024-11-26,"Omead Afshar, a longtime Elon Musk loyalist, takes the wheel at Tesla","Known for his perfectionism and total dedication to Elon Musk, Omead Afshar has emerged as one of Tesla's most powerful executives.",Electric Vehicles,positive
2024-11-26,Zuckerberg Seems Genuinely Alarmed by the Explosive Growth of Bluesky,"New Horizons Bluesky has apparently become such a successful X-formerly-Twitter alternative, even Mark Zuckerberg is anxiously taking notice. At this rate...",Side Ventures,neutral
2024-11-26,"Tech companies race to build AI superclusters with 100,000+ GPUs in high-stakes competition","A new benchmark for AI prowess has emerged: the ability to amass the most Nvidia chips in a single location. This competition among tech giants is reshaping the AI industry, driving unprecedented investments in computing infrastructure and pushing the boundar…",Side Ventures,neutral
2024-11-26,Teslas likely won’t get California’s new EV tax rebate,Governor Gavin Newsom says California will seek to revive state-tax rebates for EVs should Trump end existing federal incentives.,Electric Vehicles,neutral
2024-11-26,Woodward Set For Breakout On Record Report," Musk Taunts F-35 Makers Defense supplier Woodward rallied, set for a breakaway gap on earnings. F-35 contracts continue sliding after Elon Musk criticism. The post Woodward Set For Breakout On Record Report; Musk Taunts F-35 Makers appeared first on Investor's Business Daily.",Politics,neutral
2024-11-26,"Elon, Knight of the Clown Fable, humbled by Slayer Pete and his +5 Sword of Facts [Obvious]","Elon, Knight of the Clown Fable, humbled by Slayer Pete and his +5 Sword of Facts",Side Ventures,negative
2024-11-26,Phone Maker Xiaomi Made the Car That Apple Couldn't,"Great build, deeply integrated tech and unrivalled connectivity—with its very first EV, Xiaomi is already showing the likes of Ford and Volvo where they're going wrong, and what Apple could have done.",Electric Vehicles,neutral
2024-11-26,Elon Musk and a mass petition want a new UK election. Shall we do that – or just stick to democracy? | Marina Hyde,"I know many are aggrieved with Starmer and co, but scrapping a government for Elon and a Shropshire publican seems like a stretchBy now you will be aware of the petition demanding another general election. Finally, an answer to what would happen if Maga had …",Politics,negative
2024-11-26,RTO Struggle: Is ChatGPT Killing Remote Work By Replacing Remote Jobs?,"Famous-name companies are introducing RTO initiatives, requiring employees to return to the office five days a week. What role does AI play in these workplace changes?",Side Ventures,neutral
2024-11-26,"Elon Musk Calls F-35 Builders ‘Idiots’, Favors Drone Swarms","Elon Musk seems to have declared war on the much-criticized F-35 on Twitter/X. Instead, Musk sees a future of drone swarms, and he may now be able to make that happen.",Politics,neutral
2024-11-26,Biden administration giving Rivian $6.6B loan to build Georgia factory,Rivian's plans for a $5 billion electric vehicle factory in Georgia are back on thanks to a big loan from the Biden administration.,Electric Vehicles,neutral
2024-11-26,Everything Neil deGrasse Tyson Has Said About Elon Musk's SpaceX,"Elon Musk has hit back at astrophysicist Neil deGrasse Tyson after the latter's comments about SpaceX.The online feud between the two scientific behemoths began after Tyson claimed that SpaceX had not done anything ""that NASA hasn't already done"" in a video …",Space Exploration,negative
2024-11-26,LG Washing Machine Consumes 3.7 GB Worth Of Daily Data Without A Trace Of Internet Traffic, Netizens React With Memes LG Washing Machine Consumes 3.7 GB Worth Of Daily Data Without A Trace Of Internet Traffic,Side Ventures,neutral
2024-11-26,Everything Neil deGrasse Tyson Has Said About Elon Musk's SpaceX,Astrophysicist Neil deGrasse Tyson and SpaceX CEO Elon Musk have made scathing comments about each other online.,Space Exploration,
2024-11-26,"Republicans: Helping Poor People And Minorities Afford Broadband Is Illegal Now, Sorry","We’ve noted more than once that the 2021 infrastructure bill is poised to deliver $42.5 billion in broadband subsidies to the states. A lot of that money will be thrown in the lap of incumbents with long histories of empty promises, but a lot of it will be le…",Politics,
2024-11-26,Trump picks gay billionaire to serve as treasury secretary,"Donald Trump has nominated gay billionaire Scott Bessent to serve as secretary of the treasury, in his new administration.  If approved by the senate, Bessent would become the first out gay cabinet secretary in Republican history.  Bessent is the founder of t…",Politics,
2024-11-26,Grimes claims she didn’t see one of her and Elon Musk’s kids for 5 months amid custody battle,"The singer referred to her ex as the ""love of [her] life"" before in an X post Wednesday, claiming Musk is now ""unrecognizable"" to her.",Side Ventures,
2024-11-26,Sensei Leadership: Empowering Humanity For A Resilient And Sustainable Future,"Organizations that adopt sensei leadership are better positioned to drive innovation, enhance collective growth and build resilient teams.",Side Ventures,
2024-11-26,Bluesky boom worries Chinese media,"The NewsChinese state media is reportedly troubled by the latest exodus of X users flocking to Bluesky. State outlets, which put considerable resources into amassing millions of followers on Elon Musk’s social media platform — including by buying ads, deploy…",X,
2024-11-26,"Qualcomm backs off full Intel acquisition, could consider buying select divisions","In September, reports claimed that Qualcomm had made a takeover offer to rival Intel. The proposal arrived as Team Blue lurched from one crisis to another, from its poor financial performance leading to mass layoffs and cost-cutting, to the problems with its …",Side Ventures,
2024-11-26,Musk's F-35 jab could be a preview of the fights DOGE will wage to cut government spending,Elon Musk's critique of the F-35 sparks debate on manned fighters vs. drones and raises questions about where he'll look to make cuts with DOGE.,Politics,
2024-11-26,"Trump Team Considers 'AI Czar' Role, Musk Reportedly Set To Drive Federal AI Policy Shift","President-elect Donald Trump is reportedly considering the creation of a new role, an AI czar, to guide federal policy and government utilization of artificial intelligence. Elon Musk, although not a candidate for the position, is anticipated to have a signif…",Politics,
2024-11-26,Stop funding the woke and the stupid,"The identity politics form of left-wing politics is a virus that spreads itself, funding activists and ideology from whatever city or university department it infects.",Politics,
2024-11-26,Why Conservatives Are So Mad About BlueSky,"Following the 2024 election, many users have left Elon Musk’s X and the main beneficiary has been the Bluesky social network. For the first time, Bluesky reported that it had surpassed 20 million users.On paper, this would seem to be a great development for …",Politics,
2024-11-26,"Bitcoin falls back below $93,000 as the crypto market's Trump rally goes backwards","Bitcoin’s price fell back below $93,000 as the leading cryptocurrency reversed course on some recent gains following Donald Trump’s election win.Read more...",Association with Trump,
2024-11-26,Biden administration will loan $6.6 billion to Rivian to build Georgia factory that automaker paused,President Joe Biden’s administration will loan $6.6 billion to Rivian Automotive to build a Georgia factory,Electric Vehicles,
2024-11-26,Musk All But Admits X Throttles Posts With Links,"Elon doesn't like lazy linking. Instead, he prefers long-form posts that keep users on his social network.If you're used to sharing posts with links on X, you might not want to waste your time. While X, the company itself, has not publicly acknowledged a bia…",X,
2024-11-26,Why Elon Musk's Plan to Defund Public Broadcasting Must Be Stopped,Buried deep in the 10th paragraph of Elon Musk and Vivek Ramaswamy's Wall Street Journal screed on their new Department of Government Efficiency is a line that should worry anyone who cares about the accountability role media must play to sustain the health o…,Politics,
2024-11-26,SpaceX releases epic 'buoycam' footage of Starship splashing down in the ocean,SpaceX recently completed its sixth flight of Starship and has released 'buoycam' footage of the monstrous rocket splashing down in the ocean. Continue reading at TweakTown >,Space Exploration,
2024-11-26,Biden administration will loan $6.6 billion to Rivian to build Georgia factory that automaker paused,President Joe Biden's administration announced Tuesday that the U.S. Department of Energy will make a $6.6 billion loan to Rivian Automotive to build a...,Electric Vehicles,
2024-11-26,Davido Boldly Slams TVC for Criticising His Remarks on Foreign Investors and Nigeria: “E Neva Sleep”,Singer Davido has reacted to the viral outburst from one of TVC’s presenters who attacked him for the manner he described the country during a media round abroad.,Politics,
2024-11-26,The SpaceX guide to exceptional engineering,And how to succeed in spite of a difficult boss,Space Exploration,
2024-11-26,"Trump threatens to impose sweeping new tariffs on Mexico, Canada and China on first day in office","Trump made the threats in a pair of Truth Social posts in which he railed against an influx of illegal migrants, even though southern border apprehensions are near four-year lows.",Politics,
2024-11-26,Starlink launches direct-to-phone internet and call service via satellite,"Starlink’s Direct-to-Cell: A Game-Changer in Satellite Communications SpaceX’s Starlink has unveiled its revolutionary Direct-to-Cell technology, enabling seamless satellite-to-smartphone communication without the need for traditional cell towers. This innova…",Space Exploration,
2024-11-26,What Trump's trade plans mean for industry in Canada and Mexico — from oil to autos,"Mexico and Canada are two of America's biggest trading partners, shipping everything from energy and vehicles to machinery and electronics to the US.",Politics,
2024-11-26,US supermarket giant to back away from LGBTQ agenda – media,Walmart has become the latest firm to return to what activists describe as “normalcy” Read Full Article at RT.com,Politics,
2024-11-26,Social media updates and new features to know this week,"New updates from Threads, Instagram and more. We may be heading into a long holiday weekend, but social media apps are still hard at work. Meta in particular seems to be working overtime to stay a step ahead of Bluesky as its momentum builds, threatening to u…",X,
2024-11-26,How Bluesky rose out of Twitter's ashes to challenge X and Threads,Bluesky could be on the verge of a turning point if it continues rapidly attracting users and finds a way to monetize without scaring them off.,X,
2024-11-26,Emergency Vehicle Lights Can Screw Up a Car's Automated Driving System,"Newly published research finds that the flashing lights on police cruisers and ambulances can cause “digital epileptic seizures” in image-based automated driving systems, potentially risking wrecks.",Electric Vehicles,
2024-11-26,TIME’s Top 100 Photos of 2024,"Every year the TIME photo department sits down to curate the strongest images that crossed our path over the previous 12 months. And every year, sitting with the images, we find ourselves mulling the ways this collection feels heavier than the last, how the y…",Side Ventures,
2024-11-26,Europa en la era de Trump,Project Syndicate - The World’s Opinion Page,Association with Trump,
2024-11-26,Links 11/26/2024,"Our razzy daily links: squirting cucumber secrets, wildfire smoke-Alzheimers link, HN51, water looting, euro parity to USD? IDF sport sniping, Lebanon ceasefire, Medvedev warns of nuke transfers, Trump v. CPFB, Texas to relax abortion rules? Kit Dotcom stroke…",Politics,
2024-11-26,"Coming soon: Donald Trump’s AI czar to be chosen by Elon Musk, Vivek Ramaswamy","President-elect Donald Trump is reportedly mulling over the appointment of an ""AI czar"" to spearhead federal AI policy. While Tesla CEO Elon Musk won't be taking the position, his influence on the selection and future AI initiatives is anticipated to be subst…",Association with Trump,
2024-11-26,How much have prices increased at Walmart since 2019? Viral TikTok shows how groceries have gone up in 5 years,"It&apos;s not just inflation that affects prices, there are other factors, such as the decisions of rulers, but today a TikTok user revealed the prices of some groceries at Walmart",Politics,
2024-11-26,Seth Meyer Mocks Trump’s Alliance With Elon Musk: ‘Donald Trump Finally Got His Own Donald Trump!’,"Comedian Seth Meyers mocked President-elect Donald Trump’s alliance with billionaire Elon Musk, musing how the tortured Republican’s inability to shake his biggest donor and supporter put him in “a good mood.” Musk boasts a growing presence in Trump’s orbit, …",Association with Trump,
2024-11-26,UK police forces quietly withdraw from X platform amid content concerns,"Several British police forces have largely withdrawn from Elon Musk's X social media platform as concerns over its role in promoting violence and extreme content persist, a Reuters survey of forces' social media output showed.",X,
2024-11-26,How Do You Get to Artificial General Intelligence? Think Lighter,Billions of dollars in hardware and exorbitant use costs are squashing AI innovation. LLMs need to get leaner and cheaper if progress is to be made.,Side Ventures,
2024-11-26,Cómo terminar con el flagelo de la mortalidad materna,Project Syndicate - The World’s Opinion Page,Politics,
2024-11-26,Как покончить с проблемой материнской смертности,Project Syndicate - The World’s Opinion Page,Politics,
2024-11-26,Qualcomm’s Intel interest has reportedly cooled,"Plus: Amazon Japan raid, Starbucks ransomware, Zoom earnings in the latest edition of Fortune's flagship tech newsletter.",Side Ventures,
2024-11-26,"No, McDonald’s Chicken McNuggets in the US do not contain silicone oil","McDonald’s had another main character moment in the 2024 election cycle, appearing as the airplane feast of choice Nov. 17 for President-elect Donald Trump and advisers Elon Musk, Robert F. Kennedy Jr., Donald Trump Jr. […]The post No, McDonald’s Chicken McN…",Association with Trump,
2024-11-26,Axios CEO rages against Musk's 'bulls---' claims that X users 'are the media now',"Axios CEO Jim VandeHei blasted billionaire Elon Musk for telling X users after the election that they ""are the media now,"" calling it ""bulls---.""",Politics,
2024-11-26,Trump 2.0: Clash of the tech bros,"""Under Trump 2.0, I foresee deep divisions among the tech companies that are courting the new administration’s officials,"" writes Susan Ariel Aaronson.",Association with Trump,
2024-11-26,Mark Zuckerberg teases default Threads feeds as X users flock to rival Bluesky,"Threads is testing out new features on the platform.Jakub Porzycki/NurPhotoThreads will let users choose a default feed, Mark Zuckerberg has said.Meta's move to compete with Bluesky's growth follows a wave of users leaving Elon Musk's X.With its recent ra…",X,
2024-11-26,Win one for the Gipper! Ronald Reagan film tops in home sales following Trump victory,"Now that's winning one for ""The Gipper""-- the late actor and President Ronald Reagan. The film ""Reagan"" has surged to the top of the home sales charts following President-elect Donald Trump's victory on Nov. 5.",Association with Trump,
2024-11-26,"Jim Lee's Batman: Hush 2 in the Daily LITG, 25th of November, 2024","Looking ahead to Jim Lee and Jeph Loeb's Batman: Hush 2 topped the traffic on Bleeding Cool again yesterday. Welcome to Lying In The Gutters, the daily runaround for the biggest stories the day before – as well as over the past six years. Founded fifteen year…",Side Ventures,
2024-11-26,"Jim Lee's Batman: Hush 2 in the Daily LITG, 26th of November, 2024","Looking ahead to Jim Lee and Jeph Loeb's Batman: Hush 2 topped the traffic on Bleeding Cool again yesterday. Welcome to Lying In The Gutters, the daily runaround for the biggest stories the day before – as well as over the past six years. Founded fifteen year…",Side Ventures,
2024-11-26,Mark Zuckerberg teases default Threads feeds as X users flock to rival Bluesky,"Threads is testing new features to compete with Bluesky, which is winning over millions of new users.",Side Ventures,
2024-11-26,Is Ambivalence Killing Parenthood?,And can deciding to have kids even be a rational exercise in the first place?,X,
2024-11-26,How Trump Plans to Seize the Power of the Purse From Congress,by Molly Redden     ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as they’re published.     Donald Trump is entering his second term with vows to cut a vast array of gover…,Politics,
2024-11-26,"For Microsoft, will Trump’s antitrust and environmental views help or harm?","I recently wrote about how President-elect Donald J. Trump’s actions on AI might affect Microsoft. This week, I’m focused on what his antitrust regulation and environmental plans — and the biggest wildcard of all, his personal vendettas — could do to the comp…",Association with Trump,
2024-11-26,The Great X-odus: Is this finally the end of Twitter?,"In episode four of Dazed and Discoursed, we explore why people are fleeing Elon Musk’s platform in record numbers. Do we have a duty to confront the spread of right-wing ideology online, or should we abandon ship entirely?",X,
2024-11-26,"Trump eyes 'AI czar,' Axios reports","Republican President-elect Donald Trump is considering naming an ""AI czar"" in the White House to coordinate fe",Association with Trump,
2024-11-26,"No, Rachel Maddow did not tearfully break down reading Musk’s MSNBC tweet","Your support helps us to tell the storyFrom reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financials of Elon Musk's pro-Trump PAC or producing our latest docum…",Association with Trump,
2024-11-26,Google and Meta urge Australia to delay social media ban for children,"Google and Meta urged the Australian government to delay a bill banning social media for children under 16, saying more time is needed to evaluate its impact.",Politics,
2024-11-26,"Trump eyes ""AI czar"", Axios reports","Republican President-elect Donald Trump is considering naming an ""AI czar"" in the White House to coordinate federal policy and governmental use of artificial intelligence, Axios reported on Tuesday, citing sources. Tesla chief Elon Musk will not be the AI cza…",Politics,
2024-11-26,Trump eyes 'AI czar' for policy: report,"Tesla chief Elon Musk will not be the AI czar, but is expected to be involved in shaping the future of the debate and use cases.",Association with Trump,
2024-11-26,Scoop: Trump eyes AI czar to partner with Elon Musk for U.S. edge,"President-elect Trump is considering naming an AI czar in the White House to coordinate federal policy and governmental use of the emerging technology, Trump transition sources tell us.Why it matters: Elon Musk won't be the AI czar, but is expected to be int…",Association with Trump,
2024-11-26,Side Ventures wants to hook up its brain implant to a robotic arm,"Side Ventures founder Elon Musk has grand plans for the company's brain implant.Richard Bord/Getty ImagesSide Ventures is launching a trial to see if patients can use its brain implant can control a robot arm.Elon Musk's company said the study was a step toward ""n…",Side Ventures,
2024-11-26,Tesla excluded from EV buyer credits in California proposal,"Tesla Inc.’s electric vehicles would be shut out from consumer rebates under a proposal by California Gov. Gavin Newsom, pitting the prospective Democratic presidential hopeful against Republican power player Elon Musk.Newsom on Monday unveiled plans to offe…",Electric Vehicles,
2024-11-26,Side Ventures wants to hook up its brain implant to a robotic arm,Elon Musk's brain implant startup said it was launching a trial to test whether patients could use the Side Ventures implant to control a robot limb.,Side Ventures,
2024-11-26,The source code of Banshee Stealer leaked online,"Banshee Stealer, a MacOS Malware-as-a-Service, shut down after its source code leaked online. The code is now available on GitHub. In August 2024, Russian hackers promoted BANSHEE Stealer, a macOS malware targeting x86_64 and ARM64, capable of stealing browse…",X,
